Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
174.0     ,0.0426      ,41.3785       ,0.0227      ,1548.6150   ,300.30      ,3.24  
175.0     ,0.0426      ,41.3637       ,0.0227      ,1548.8928   ,300.31      ,3.24  
176.0     ,0.0427      ,41.3489       ,0.0227      ,1549.1706   ,300.31      ,3.24  
177.0     ,0.0427      ,41.3340       ,0.0227      ,1549.4484   ,300.31      ,3.24  
178.0     ,0.0427      ,41.3192       ,0.0227      ,1549.7262   ,300.31      ,3.24  
179.0     ,0.0427      ,41.3044       ,0.0227      ,1550.0040   ,300.31      ,3.24  
180.0     ,0.0427      ,41.2897       ,0.0227      ,1550.2818   ,300.31      ,3.24  
181.0     ,0.0427      ,41.2749       ,0.0227      ,1550.5596   ,300.32      ,3.24  
182.0     ,0.0428      ,41.2601       ,0.0227      ,1550.8374   ,300.32      ,3.24  
183.0     ,0.0428      ,41.2453       ,0.0227      ,1551.1152   ,300.32      ,3.24  
184.0     ,0.0428      ,41.2306       ,0.0227      ,1551.3930   ,300.32      ,3.24  
185.0     ,0.0428      ,41.2158       ,0.0227      ,1551.6708   ,300.32      ,3.24  
186.0     ,0.0428      ,41.2011       ,0.0227      ,1551.9486   ,300.32      ,3.25  
187.0     ,0.0428      ,41.1863       ,0.0227      ,1552.2264   ,300.33      ,3.25  
188.0     ,0.0428      ,41.1716       ,0.0227      ,1552.5042   ,300.33      ,3.25  
189.0     ,0.0429      ,41.1569       ,0.0227      ,1552.7820   ,300.33      ,3.25  
190.0     ,0.0429      ,41.1422       ,0.0227      ,1553.0598   ,300.33      ,3.25  
191.0     ,0.0429      ,41.1275       ,0.0227      ,1553.3376   ,300.33      ,3.25  
192.0     ,0.0429      ,41.1128       ,0.0227      ,1553.6154   ,300.33      ,3.25  
193.0     ,0.0429      ,41.0981       ,0.0227      ,1553.8932   ,300.34      ,3.25  
194.0     ,0.0429      ,41.0834       ,0.0227      ,1554.1710   ,300.34      ,3.25  
195.0     ,0.0430      ,41.0688       ,0.0227      ,1554.4488   ,300.34      ,3.25  
196.0     ,0.0430      ,41.0541       ,0.0227      ,1554.7266   ,300.34      ,3.25  
197.0     ,0.0430      ,41.0394       ,0.0227      ,1555.0044   ,300.34      ,3.25  
198.0     ,0.0430      ,41.0248       ,0.0227      ,1555.2822   ,300.35      ,3.25  
199.0     ,0.0430      ,41.0102       ,0.0227      ,1555.5600   ,300.35      ,3.25  
200.0     ,0.0430      ,40.9955       ,0.0227      ,1555.8378   ,300.35      ,3.25  
201.0     ,0.0430      ,40.9809       ,0.0227      ,1556.1156   ,300.35      ,3.25  
202.0     ,0.0431      ,40.9663       ,0.0227      ,1556.3934   ,300.35      ,3.25  
203.0     ,0.0431      ,40.9517       ,0.0227      ,1556.6712   ,300.35      ,3.25  
204.0     ,0.0431      ,40.9371       ,0.0227      ,1556.9490   ,300.36      ,3.25  
205.0     ,0.0431      ,40.9225       ,0.0227      ,1557.2268   ,300.36      ,3.25  
206.0     ,0.0431      ,40.9079       ,0.0227      ,1557.5046   ,300.36      ,3.25  
207.0     ,0.0431      ,40.8933       ,0.0227      ,1557.7824   ,300.36      ,3.25  
208.0     ,0.0432      ,40.8788       ,0.0227      ,1558.0602   ,300.36      ,3.25  
209.0     ,0.0432      ,40.8642       ,0.0227      ,1558.3380   ,300.36      ,3.25  
210.0     ,0.0432      ,40.8496       ,0.0227      ,1558.6158   ,300.37      ,3.25  
211.0     ,0.0432      ,40.8351       ,0.0227      ,1558.8936   ,300.37      ,3.25  
212.0     ,0.0432      ,40.8206       ,0.0227      ,1559.1714   ,300.37      ,3.25  
213.0     ,0.0432      ,40.8060       ,0.0227      ,1559.4492   ,300.37      ,3.25  
214.0     ,0.0432      ,40.7915       ,0.0227      ,1559.7270   ,300.37      ,3.25  
215.0     ,0.0433      ,40.7770       ,0.0227      ,1560.0048   ,300.37      ,3.25  
216.0     ,0.0433      ,40.7625       ,0.0227      ,1560.2826   ,300.38      ,3.25  
217.0     ,0.0433      ,40.7480       ,0.0227      ,1560.5604   ,300.38      ,3.25  
218.0     ,0.0433      ,40.7335       ,0.0227      ,1560.8382   ,300.38      ,3.25  
219.0     ,0.0433      ,40.7190       ,0.0226      ,1561.1160   ,300.38      ,3.25  
220.0     ,0.0433      ,40.7045       ,0.0226      ,1561.3938   ,300.38      ,3.25  
221.0     ,0.0434      ,40.6901       ,0.0226      ,1561.6716   ,300.39      ,3.25  
222.0     ,0.0434      ,40.6756       ,0.0226      ,1561.9494   ,300.39      ,3.25  
223.0     ,0.0434      ,40.6612       ,0.0226      ,1562.2272   ,300.39      ,3.25  
224.0     ,0.0434      ,40.6467       ,0.0226      ,1562.5050   ,300.39      ,3.25  
225.0     ,0.0434      ,40.6323       ,0.0226      ,1562.7828   ,300.39      ,3.25  
226.0     ,0.0434      ,40.6179       ,0.0226      ,1563.0606   ,300.39      ,3.25  
227.0     ,0.0434      ,40.6034       ,0.0226      ,1563.3384   ,300.40      ,3.25  
228.0     ,0.0435      ,40.5890       ,0.0226      ,1563.6162   ,300.40      ,3.25  
229.0     ,0.0435      ,40.5746       ,0.0226      ,1563.8940   ,300.40      ,3.25  
230.0     ,0.0435      ,40.5602       ,0.0226      ,1564.1718   ,300.40      ,3.25  
231.0     ,0.0435      ,40.5458       ,0.0226      ,1564.4496   ,300.40      ,3.25  
232.0     ,0.0435      ,40.5314       ,0.0226      ,1564.7274   ,300.40      ,3.25  
233.0     ,0.0435      ,40.5171       ,0.0226      ,1565.0052   ,300.41      ,3.25  
234.0     ,0.0436      ,40.5027       ,0.0226      ,1565.2830   ,300.41      ,3.25  
235.0     ,0.0436      ,40.4883       ,0.0226      ,1565.5608   ,300.41      ,3.25  
236.0     ,0.0436      ,40.4740       ,0.0226      ,1565.8386   ,300.41      ,3.25  
237.0     ,0.0436      ,40.4596       ,0.0226      ,1566.1164   ,300.41      ,3.25  
238.0     ,0.0436      ,40.4453       ,0.0226      ,1566.3942   ,300.41      ,3.25  
239.0     ,0.0436      ,40.4310       ,0.0226      ,1566.6720   ,300.42      ,3.25  
240.0     ,0.0436      ,40.4167       ,0.0226      ,1566.9498   ,300.42      ,3.25  
241.0     ,0.0437      ,40.4023       ,0.0226      ,1567.2276   ,300.42      ,3.25  
242.0     ,0.0437      ,40.3880       ,0.0226      ,1567.5054   ,300.42      ,3.25  
243.0     ,0.0437      ,40.3737       ,0.0226      ,1567.7832   ,300.42      ,3.25  
244.0     ,0.0437      ,40.3594       ,0.0226      ,1568.0610   ,300.43      ,3.25  
245.0     ,0.0437      ,40.3452       ,0.0226      ,1568.3388   ,300.43      ,3.25  
246.0     ,0.0437      ,40.3309       ,0.0226      ,1568.6166   ,300.43      ,3.25  
247.0     ,0.0438      ,40.3166       ,0.0226      ,1568.8944   ,300.43      ,3.25  
248.0     ,0.0438      ,40.3023       ,0.0226      ,1569.1722   ,300.43      ,3.25  
249.0     ,0.0438      ,40.2881       ,0.0226      ,1569.4500   ,300.43      ,3.25  
250.0     ,0.0438      ,40.2738       ,0.0226      ,1569.7278   ,300.44      ,3.25  
251.0     ,0.0438      ,40.2596       ,0.0226      ,1570.0056   ,300.44      ,3.26  
252.0     ,0.0438      ,40.2454       ,0.0226      ,1570.2834   ,300.44      ,3.26  
253.0     ,0.0439      ,40.2312       ,0.0226      ,1570.5612   ,300.44      ,3.26  
254.0     ,0.0439      ,40.2169       ,0.0226      ,1570.8390   ,300.44      ,3.26  
255.0     ,0.0439      ,40.2027       ,0.0226      ,1571.1168   ,300.44      ,3.26  
256.0     ,0.0439      ,40.1885       ,0.0226      ,1571.3946   ,300.45      ,3.26  
257.0     ,0.0439      ,40.1743       ,0.0226      ,1571.6724   ,300.45      ,3.26  
258.0     ,0.0439      ,40.1602       ,0.0226      ,1571.9502   ,300.45      ,3.26  
259.0     ,0.0439      ,40.1460       ,0.0225      ,1572.2280   ,300.45      ,3.26  
260.0     ,0.0440      ,40.1318       ,0.0225      ,1572.5058   ,300.45      ,3.26  
261.0     ,0.0440      ,40.1176       ,0.0225      ,1572.7836   ,300.45      ,3.26  
262.0     ,0.0440      ,40.1035       ,0.0225      ,1573.0614   ,300.46      ,3.26  
263.0     ,0.0440      ,40.0893       ,0.0225      ,1573.3392   ,300.46      ,3.26  
264.0     ,0.0440      ,40.0752       ,0.0225      ,1573.6170   ,300.46      ,3.26  
265.0     ,0.0440      ,40.0611       ,0.0225      ,1573.8948   ,300.46      ,3.26  
266.0     ,0.0441      ,40.0469       ,0.0225      ,1574.1726   ,300.46      ,3.26  
267.0     ,0.0441      ,40.0328       ,0.0225      ,1574.4504   ,300.47      ,3.26  
268.0     ,0.0441      ,40.0187       ,0.0225      ,1574.7282   ,300.47      ,3.26  
269.0     ,0.0441      ,40.0046       ,0.0225      ,1575.0060   ,300.47      ,3.26  
270.0     ,0.0441      ,39.9905       ,0.0225      ,1575.2838   ,300.47      ,3.26  
271.0     ,0.0441      ,39.9764       ,0.0225      ,1575.5616   ,300.47      ,3.26  
272.0     ,0.0441      ,39.9623       ,0.0225      ,1575.8394   ,300.47      ,3.26  
273.0     ,0.0442      ,39.9483       ,0.0225      ,1576.1172   ,300.48      ,3.26  
274.0     ,0.0442      ,39.9342       ,0.0225      ,1576.3950   ,300.48      ,3.26  
275.0     ,0.0442      ,39.9201       ,0.0225      ,1576.6728   ,300.48      ,3.26  
276.0     ,0.0442      ,39.9061       ,0.0225      ,1576.9506   ,300.48      ,3.26  
277.0     ,0.0442      ,39.8921       ,0.0225      ,1577.2284   ,300.48      ,3.26  
278.0     ,0.0442      ,39.8780       ,0.0225      ,1577.5062   ,300.48      ,3.26  
279.0     ,0.0443      ,39.8640       ,0.0225      ,1577.7840   ,300.49      ,3.26  
280.0     ,0.0443      ,39.8500       ,0.0225      ,1578.0618   ,300.49      ,3.26  
281.0     ,0.0443      ,39.8360       ,0.0225      ,1578.3396   ,300.49      ,3.26  
282.0     ,0.0443      ,39.8219       ,0.0225      ,1578.6174   ,300.49      ,3.26  
283.0     ,0.0443      ,39.8080       ,0.0225      ,1578.8952   ,300.49      ,3.26  
284.0     ,0.0443      ,39.7940       ,0.0225      ,1579.1730   ,300.49      ,3.26  
285.0     ,0.0443      ,39.7800       ,0.0225      ,1579.4508   ,300.50      ,3.26  
286.0     ,0.0444      ,39.7660       ,0.0225      ,1579.7286   ,300.50      ,3.26  
287.0     ,0.0444      ,39.7520       ,0.0225      ,1580.0064   ,300.50      ,3.26  
288.0     ,0.0444      ,39.7381       ,0.0225      ,1580.2842   ,300.50      ,3.26  
289.0     ,0.0444      ,39.7241       ,0.0225      ,1580.5620   ,300.50      ,3.26  
290.0     ,0.0444      ,39.7102       ,0.0225      ,1580.8398   ,300.51      ,3.26  
291.0     ,0.0444      ,39.6962       ,0.0225      ,1581.1176   ,300.51      ,3.26  
292.0     ,0.0445      ,39.6823       ,0.0225      ,1581.3954   ,300.51      ,3.26  
293.0     ,0.0445      ,39.6684       ,0.0225      ,1581.6732   ,300.51      ,3.26  
294.0     ,0.0445      ,39.6544       ,0.0225      ,1581.9510   ,300.51      ,3.26  
295.0     ,0.0445      ,39.6405       ,0.0224      ,1582.2288   ,300.51      ,3.26  
296.0     ,0.0445      ,39.6266       ,0.0224      ,1582.5066   ,300.52      ,3.26  
297.0     ,0.0445      ,39.6127       ,0.0224      ,1582.7844   ,300.52      ,3.26  
298.0     ,0.0446      ,39.5989       ,0.0224      ,1583.0622   ,300.52      ,3.26  
299.0     ,0.0446      ,39.5850       ,0.0224      ,1583.3400   ,300.52      ,3.26  
300.0     ,0.0446      ,39.5711       ,0.0224      ,1583.6178   ,300.52      ,3.26  
