Time (s),Biomass (g/mL),Lactic Acid (g/mL),Lactose (g/mL),Volume (mL),Temperature (K),pH
54.0,0.0837,44.6503,0.0203,1515.2790,300.09,3.21
55.0,0.0837,44.6340,0.0203,1515.5568,300.10,3.21
56.0,0.0837,44.6176,0.0203,1515.8346,300.10,3.21
57.0,0.0838,44.6013,0.0203,1516.1124,300.10,3.21
58.0,0.0838,44.5850,0.0203,1516.3902,300.10,3.21
59.0,0.0838,44.5687,0.0203,1516.6680,300.10,3.21
60.0,0.0839,44.5524,0.0203,1516.9458,300.10,3.21
61.0,0.0839,44.5361,0.0203,1517.2236,300.11,3.21
62.0,0.0839,44.5198,0.0202,1517.5014,300.11,3.21
63.0,0.0840,44.5036,0.0202,1517.7792,300.11,3.21
64.0,0.0840,44.4873,0.0202,1518.0570,300.11,3.21
65.0,0.0840,44.4711,0.0202,1518.3348,300.11,3.21
66.0,0.0840,44.4548,0.0202,1518.6126,300.12,3.21
67.0,0.0841,44.4386,0.0202,1518.8904,300.12,3.21
68.0,0.0841,44.4224,0.0202,1519.1682,300.12,3.21
69.0,0.0841,44.4062,0.0202,1519.4460,300.12,3.21
70.0,0.0842,44.3900,0.0201,1519.7238,300.12,3.21
71.0,0.0842,44.3738,0.0201,1520.0016,300.12,3.21
72.0,0.0842,44.3576,0.0201,1520.2794,300.13,3.21
73.0,0.0843,44.3414,0.0201,1520.5572,300.13,3.21
74.0,0.0843,44.3252,0.0201,1520.8350,300.13,3.21
75.0,0.0843,44.3091,0.0201,1521.1128,300.13,3.21
76.0,0.0844,44.2929,0.0201,1521.3906,300.13,3.21
77.0,0.0844,44.2768,0.0201,1521.6684,300.13,3.21
78.0,0.0844,44.2606,0.0200,1521.9462,300.14,3.21
79.0,0.0844,44.2445,0.0200,1522.2240,300.14,3.21
80.0,0.0845,44.2284,0.0200,1522.5018,300.14,3.21
81.0,0.0845,44.2123,0.0200,1522.7796,300.14,3.21
82.0,0.0845,44.1962,0.0200,1523.0574,300.14,3.21
83.0,0.0846,44.1801,0.0200,1523.3352,300.14,3.21
84.0,0.0846,44.1640,0.0200,1523.6130,300.15,3.21
85.0,0.0846,44.1479,0.0200,1523.8908,300.15,3.22
86.0,0.0847,44.1319,0.0199,1524.1686,300.15,3.22
87.0,0.0847,44.1158,0.0199,1524.4464,300.15,3.22
88.0,0.0847,44.0998,0.0199,1524.7242,300.15,3.22
89.0,0.0848,44.0837,0.0199,1525.0020,300.16,3.22
90.0,0.0848,44.0677,0.0199,1525.2798,300.16,3.22
91.0,0.0848,44.0517,0.0199,1525.5576,300.16,3.22
92.0,0.0848,44.0357,0.0199,1525.8354,300.16,3.22
93.0,0.0849,44.0197,0.0199,1526.1132,300.16,3.22
94.0,0.0849,44.0037,0.0198,1526.3910,300.16,3.22
95.0,0.0849,43.9877,0.0198,1526.6688,300.17,3.22
96.0,0.0850,43.9717,0.0198,1526.9466,300.17,3.22
97.0,0.0850,43.9558,0.0198,1527.2244,300.17,3.22
98.0,0.0850,43.9398,0.0198,1527.5022,300.17,3.22
99.0,0.0851,43.9239,0.0198,1527.7800,300.17,3.22
100.0,0.0851,43.9079,0.0198,1528.0578,300.17,3.22
101.0,0.0851,43.8920,0.0198,1528.3356,300.18,3.22
102.0,0.0852,43.8761,0.0197,1528.6134,300.18,3.22
103.0,0.0852,43.8601,0.0197,1528.8912,300.18,3.22
104.0,0.0852,43.8442,0.0197,1529.1690,300.18,3.22
105.0,0.0853,43.8283,0.0197,1529.4468,300.18,3.22
106.0,0.0853,43.8125,0.0197,1529.7246,300.18,3.22
107.0,0.0853,43.7966,0.0197,1530.0024,300.19,3.22
108.0,0.0853,43.7807,0.0197,1530.2802,300.19,3.22
109.0,0.0854,43.7648,0.0196,1530.5580,300.19,3.22
110.0,0.0854,43.7490,0.0196,1530.8358,300.19,3.22
111.0,0.0854,43.7331,0.0196,1531.1136,300.19,3.22
112.0,0.0855,43.7173,0.0196,1531.3914,300.20,3.22
113.0,0.0855,43.7015,0.0196,1531.6692,300.20,3.22
114.0,0.0855,43.6857,0.0196,1531.9470,300.20,3.22
115.0,0.0856,43.6698,0.0196,1532.2248,300.20,3.22
116.0,0.0856,43.6540,0.0196,1532.5026,300.20,3.22
117.0,0.0856,43.6383,0.0195,1532.7804,300.20,3.22
118.0,0.0857,43.6225,0.0195,1533.0582,300.21,3.22
119.0,0.0857,43.6067,0.0195,1533.3360,300.21,3.22
120.0,0.0857,43.5909,0.0195,1533.6138,300.21,3.22
121.0,0.0857,43.5752,0.0195,1533.8916,300.21,3.22
122.0,0.0858,43.5594,0.0195,1534.1694,300.21,3.22
123.0,0.0858,43.5437,0.0195,1534.4472,300.21,3.22
124.0,0.0858,43.5279,0.0194,1534.7250,300.22,3.22
125.0,0.0859,43.5122,0.0194,1535.0028,300.22,3.22
126.0,0.0859,43.4965,0.0194,1535.2806,300.22,3.22
127.0,0.0859,43.4808,0.0194,1535.5584,300.22,3.22
128.0,0.0860,43.4651,0.0194,1535.8362,300.22,3.22
129.0,0.0860,43.4494,0.0194,1536.1140,300.23,3.22
130.0,0.0860,43.4337,0.0194,1536.3918,300.23,3.22
131.0,0.0861,43.4180,0.0194,1536.6696,300.23,3.22
132.0,0.0861,43.4024,0.0193,1536.9474,300.23,3.22
133.0,0.0861,43.3867,0.0193,1537.2252,300.23,3.22
134.0,0.0862,43.3711,0.0193,1537.5030,300.23,3.22
135.0,0.0862,43.3554,0.0193,1537.7808,300.24,3.22
136.0,0.0862,43.3398,0.0193,1538.0586,300.24,3.22
137.0,0.0862,43.3242,0.0193,1538.3364,300.24,3.22
138.0,0.0863,43.3086,0.0193,1538.6142,300.24,3.22
139.0,0.0863,43.2930,0.0192,1538.8920,300.24,3.22
140.0,0.0863,43.2774,0.0192,1539.1698,300.24,3.22
141.0,0.0864,43.2618,0.0192,1539.4476,300.25,3.22
142.0,0.0864,43.2462,0.0192,1539.7254,300.25,3.22
143.0,0.0864,43.2306,0.0192,1540.0032,300.25,3.22
144.0,0.0865,43.2151,0.0192,1540.2810,300.25,3.22
145.0,0.0865,43.1995,0.0192,1540.5588,300.25,3.22
146.0,0.0865,43.1840,0.0191,1540.8366,300.25,3.22
147.0,0.0866,43.1684,0.0191,1541.1144,300.26,3.22
148.0,0.0866,43.1529,0.0191,1541.3922,300.26,3.22
149.0,0.0866,43.1374,0.0191,1541.6700,300.26,3.23
150.0,0.0866,43.1219,0.0191,1541.9478,300.26,3.23
151.0,0.0867,43.1063,0.0191,1542.2256,300.26,3.23
152.0,0.0867,43.0909,0.0191,1542.5034,300.27,3.23
153.0,0.0867,43.0754,0.0191,1542.7812,300.27,3.23
154.0,0.0868,43.0599,0.0190,1543.0590,300.27,3.23
155.0,0.0868,43.0444,0.0190,1543.3368,300.27,3.23
156.0,0.0868,43.0290,0.0190,1543.6146,300.27,3.23
157.0,0.0869,43.0135,0.0190,1543.8924,300.27,3.23
158.0,0.0869,42.9981,0.0190,1544.1702,300.28,3.23
159.0,0.0869,42.9826,0.0190,1544.4480,300.28,3.23
160.0,0.0870,42.9672,0.0190,1544.7258,300.28,3.23
161.0,0.0870,42.9518,0.0189,1545.0036,300.28,3.23
162.0,0.0870,42.9364,0.0189,1545.2814,300.28,3.23
163.0,0.0871,42.9209,0.0189,1545.5592,300.28,3.23
164.0,0.0871,42.9056,0.0189,1545.8370,300.29,3.23
165.0,0.0871,42.8902,0.0189,1546.1148,300.29,3.23
166.0,0.0871,42.8748,0.0189,1546.3926,300.29,3.23
167.0,0.0872,42.8594,0.0189,1546.6704,300.29,3.23
168.0,0.0872,42.8440,0.0188,1546.9482,300.29,3.23
169.0,0.0872,42.8287,0.0188,1547.2260,300.29,3.23
170.0,0.0873,42.8133,0.0188,1547.5038,300.30,3.23
171.0,0.0873,42.7980,0.0188,1547.7816,300.30,3.23
172.0,0.0873,42.7827,0.0188,1548.0594,300.30,3.23
173.0,0.0874,42.7674,0.0188,1548.3372,300.30,3.23
174.0,0.0874,42.7520,0.0188,1548.6150,300.30,3.23
175.0,0.0874,42.7367,0.0187,1548.8928,300.31,3.23
176.0,0.0875,42.7214,0.0187,1549.1706,300.31,3.23
177.0,0.0875,42.7062,0.0187,1549.4484,300.31,3.23
178.0,0.0875,42.6909,0.0187,1549.7262,300.31,3.23
179.0,0.0876,42.6756,0.0187,1550.0040,300.31,3.23
180.0,0.0876,42.6603,0.0187,1550.2818,300.31,3.23
181.0,0.0876,42.6451,0.0187,1550.5596,300.32,3.23
182.0,0.0877,42.6298,0.0186,1550.8374,300.32,3.23
183.0,0.0877,42.6146,0.0186,1551.1152,300.32,3.23
184.0,0.0877,42.5994,0.0186,1551.3930,300.32,3.23
185.0,0.0877,42.5841,0.0186,1551.6708,300.32,3.23
186.0,0.0878,42.5689,0.0186,1551.9486,300.32,3.23
187.0,0.0878,42.5537,0.0186,1552.2264,300.33,3.23
188.0,0.0878,42.5385,0.0186,1552.5042,300.33,3.23
189.0,0.0879,42.5233,0.0185,1552.7820,300.33,3.23
190.0,0.0879,42.5082,0.0185,1553.0598,300.33,3.23
191.0,0.0879,42.4930,0.0185,1553.3376,300.33,3.23
192.0,0.0880,42.4778,0.0185,1553.6154,300.33,3.23
193.0,0.0880,42.4627,0.0185,1553.8932,300.34,3.23
194.0,0.0880,42.4475,0.0185,1554.1710,300.34,3.23
195.0,0.0881,42.4324,0.0185,1554.4488,300.34,3.23
196.0,0.0881,42.4172,0.0184,1554.7266,300.34,3.23
197.0,0.0881,42.4021,0.0184,1555.0044,300.34,3.23
198.0,0.0882,42.3870,0.0184,1555.2822,300.35,3.23
199.0,0.0882,42.3719,0.0184,1555.5600,300.35,3.23
200.0,0.0882,42.3568,0.0184,1555.8378,300.35,3.23
201.0,0.0882,42.3417,0.0184,1556.1156,300.35,3.23
202.0,0.0883,42.3266,0.0184,1556.3934,300.35,3.23
203.0,0.0883,42.3115,0.0183,1556.6712,300.35,3.23
204.0,0.0883,42.2965,0.0183,1556.9490,300.36,3.23
205.0,0.0884,42.2814,0.0183,1557.2268,300.36,3.23
206.0,0.0884,42.2664,0.0183,1557.5046,300.36,3.23
207.0,0.0884,42.2513,0.0183,1557.7824,300.36,3.23
208.0,0.0885,42.2363,0.0183,1558.0602,300.36,3.23
209.0,0.0885,42.2212,0.0183,1558.3380,300.36,3.23
210.0,0.0885,42.2062,0.0182,1558.6158,300.37,3.23
211.0,0.0886,42.1912,0.0182,1558.8936,300.37,3.23
212.0,0.0886,42.1762,0.0182,1559.1714,300.37,3.23
213.0,0.0886,42.1612,0.0182,1559.4492,300.37,3.24
214.0,0.0887,42.1462,0.0182,1559.7270,300.37,3.24
215.0,0.0887,42.1312,0.0182,1560.0048,300.37,3.24
216.0,0.0887,42.1163,0.0181,1560.2826,300.38,3.24
217.0,0.0888,42.1013,0.0181,1560.5604,300.38,3.24
218.0,0.0888,42.0864,0.0181,1560.8382,300.38,3.24
219.0,0.0888,42.0714,0.0181,1561.1160,300.38,3.24
220.0,0.0888,42.0565,0.0181,1561.3938,300.38,3.24
221.0,0.0889,42.0415,0.0181,1561.6716,300.39,3.24
222.0,0.0889,42.0266,0.0181,1561.9494,300.39,3.24
223.0,0.0889,42.0117,0.0180,1562.2272,300.39,3.24
224.0,0.0890,41.9968,0.0180,1562.5050,300.39,3.24
225.0,0.0890,41.9819,0.0180,1562.7828,300.39,3.24
226.0,0.0890,41.9670,0.0180,1563.0606,300.39,3.24
227.0,0.0891,41.9521,0.0180,1563.3384,300.40,3.24
228.0,0.0891,41.9372,0.0180,1563.6162,300.40,3.24
229.0,0.0891,41.9224,0.0180,1563.8940,300.40,3.24
230.0,0.0892,41.9075,0.0179,1564.1718,300.40,3.24
231.0,0.0892,41.8927,0.0179,1564.4496,300.40,3.24
232.0,0.0892,41.8778,0.0179,1564.7274,300.40,3.24
233.0,0.0893,41.8630,0.0179,1565.0052,300.41,3.24
234.0,0.0893,41.8482,0.0179,1565.2830,300.41,3.24
235.0,0.0893,41.8333,0.0179,1565.5608,300.41,3.24
236.0,0.0894,41.8185,0.0178,1565.8386,300.41,3.24
237.0,0.0894,41.8037,0.0178,1566.1164,300.41,3.24
238.0,0.0894,41.7889,0.0178,1566.3942,300.41,3.24
239.0,0.0895,41.7741,0.0178,1566.6720,300.42,3.24
240.0,0.0895,41.7593,0.0178,1566.9498,300.42,3.24
241.0,0.0895,41.7446,0.0178,1567.2276,300.42,3.24
242.0,0.0895,41.7298,0.0178,1567.5054,300.42,3.24
243.0,0.0896,41.7151,0.0177,1567.7832,300.42,3.24
244.0,0.0896,41.7003,0.0177,1568.0610,300.43,3.24
245.0,0.0896,41.6856,0.0177,1568.3388,300.43,3.24
246.0,0.0897,41.6708,0.0177,1568.6166,300.43,3.24
247.0,0.0897,41.6561,0.0177,1568.8944,300.43,3.24
248.0,0.0897,41.6414,0.0177,1569.1722,300.43,3.24
249.0,0.0898,41.6267,0.0177,1569.4500,300.43,3.24
250.0,0.0898,41.6120,0.0176,1569.7278,300.44,3.24
251.0,0.0898,41.5973,0.0176,1570.0056,300.44,3.24
252.0,0.0899,41.5826,0.0176,1570.2834,300.44,3.24
253.0,0.0899,41.5679,0.0176,1570.5612,300.44,3.24
254.0,0.0899,41.5532,0.0176,1570.8390,300.44,3.24
255.0,0.0900,41.5386,0.0176,1571.1168,300.44,3.24
256.0,0.0900,41.5239,0.0175,1571.3946,300.45,3.24
257.0,0.0900,41.5093,0.0175,1571.6724,300.45,3.24
258.0,0.0901,41.4946,0.0175,1571.9502,300.45,3.24
259.0,0.0901,41.4800,0.0175,1572.2280,300.45,3.24
260.0,0.0901,41.4654,0.0175,1572.5058,300.45,3.24
261.0,0.0901,41.4508,0.0175,1572.7836,300.45,3.24
262.0,0.0902,41.4361,0.0174,1573.0614,300.46,3.24
263.0,0.0902,41.4215,0.0174,1573.3392,300.46,3.24
264.0,0.0902,41.4070,0.0174,1573.6170,300.46,3.24
265.0,0.0903,41.3924,0.0174,1573.8948,300.46,3.24
266.0,0.0903,41.3778,0.0174,1574.1726,300.46,3.24
267.0,0.0903,41.3632,0.0174,1574.4504,300.47,3.24
268.0,0.0904,41.3487,0.0174,1574.7282,300.47,3.24
269.0,0.0904,41.3341,0.0173,1575.0060,300.47,3.24
270.0,0.0904,41.3196,0.0173,1575.2838,300.47,3.24
271.0,0.0905,41.3050,0.0173,1575.5616,300.47,3.24
272.0,0.0905,41.2905,0.0173,1575.8394,300.47,3.24
273.0,0.0905,41.2760,0.0173,1576.1172,300.48,3.24
274.0,0.0906,41.2614,0.0173,1576.3950,300.48,3.24
275.0,0.0906,41.2469,0.0172,1576.6728,300.48,3.24
276.0,0.0906,41.2324,0.0172,1576.9506,300.48,3.24
277.0,0.0907,41.2179,0.0172,1577.2284,300.48,3.24
278.0,0.0907,41.2035,0.0172,1577.5062,300.48,3.25
279.0,0.0907,41.1890,0.0172,1577.7840,300.49,3.25
280.0,0.0908,41.1745,0.0172,1578.0618,300.49,3.25
281.0,0.0908,41.1600,0.0172,1578.3396,300.49,3.25
282.0,0.0908,41.1456,0.0171,1578.6174,300.49,3.25
283.0,0.0909,41.1311,0.0171,1578.8952,300.49,3.25
284.0,0.0909,41.1167,0.0171,1579.1730,300.49,3.25
285.0,0.0909,41.1023,0.0171,1579.4508,300.50,3.25
286.0,0.0909,41.0878,0.0171,1579.7286,300.50,3.25
287.0,0.0910,41.0734,0.0171,1580.0064,300.50,3.25
288.0,0.0910,41.0590,0.0170,1580.2842,300.50,3.25
289.0,0.0910,41.0446,0.0170,1580.5620,300.50,3.25
290.0,0.0911,41.0302,0.0170,1580.8398,300.51,3.25
291.0,0.0911,41.0158,0.0170,1581.1176,300.51,3.25
292.0,0.0911,41.0015,0.0170,1581.3954,300.51,3.25
293.0,0.0912,40.9871,0.0170,1581.6732,300.51,3.25
294.0,0.0912,40.9727,0.0169,1581.9510,300.51,3.25
295.0,0.0912,40.9584,0.0169,1582.2288,300.51,3.25
296.0,0.0913,40.9440,0.0169,1582.5066,300.52,3.25
297.0,0.0913,40.9297,0.0169,1582.7844,300.52,3.25
298.0,0.0913,40.9153,0.0169,1583.0622,300.52,3.25
299.0,0.0914,40.9010,0.0169,1583.3400,300.52,3.25
300.0,0.0914,40.8867,0.0168,1583.6178,300.52,3.25
301.0,0.0914,40.8724,0.0168,1583.8956,300.52,3.25
302.0,0.0915,40.8581,0.0168,1584.1734,300.53,3.25
303.0,0.0915,40.8438,0.0168,1584.4512,300.53,3.25
304.0,0.0915,40.8295,0.0168,1584.7290,300.53,3.25
305.0,0.0916,40.8152,0.0168,1585.0068,300.53,3.25
306.0,0.0916,40.8010,0.0167,1585.2846,300.53,3.25
307.0,0.0916,40.7867,0.0167,1585.5624,300.53,3.25
308.0,0.0917,40.7724,0.0167,1585.8402,300.54,3.25
309.0,0.0917,40.7582,0.0167,1586.1180,300.54,3.25
310.0,0.0917,40.7439,0.0167,1586.3958,300.54,3.25
311.0,0.0917,40.7297,0.0167,1586.6736,300.54,3.25
312.0,0.0918,40.7155,0.0166,1586.9514,300.54,3.25
313.0,0.0918,40.7013,0.0166,1587.2292,300.55,3.25
314.0,0.0918,40.6870,0.0166,1587.5070,300.55,3.25
315.0,0.0919,40.6728,0.0166,1587.7848,300.55,3.25
316.0,0.0919,40.6586,0.0166,1588.0626,300.55,3.25
317.0,0.0919,40.6444,0.0166,1588.3404,300.55,3.25
318.0,0.0920,40.6303,0.0165,1588.6182,300.55,3.25
319.0,0.0920,40.6161,0.0165,1588.8960,300.56,3.25
320.0,0.0920,40.6019,0.0165,1589.1738,300.56,3.25
321.0,0.0921,40.5878,0.0165,1589.4516,300.56,3.25
322.0,0.0921,40.5736,0.0165,1589.7294,300.56,3.25
323.0,0.0921,40.5595,0.0165,1590.0072,300.56,3.25
324.0,0.0922,40.5453,0.0165,1590.2850,300.56,3.25
325.0,0.0922,40.5312,0.0164,1590.5628,300.57,3.25
326.0,0.0922,40.5171,0.0164,1590.8406,300.57,3.25
327.0,0.0923,40.5029,0.0164,1591.1184,300.57,3.25
328.0,0.0923,40.4888,0.0164,1591.3962,300.57,3.25
329.0,0.0923,40.4747,0.0164,1591.6740,300.57,3.25
330.0,0.0924,40.4606,0.0164,1591.9518,300.57,3.25
331.0,0.0924,40.4466,0.0163,1592.2296,300.58,3.25
332.0,0.0924,40.4325,0.0163,1592.5074,300.58,3.25
333.0,0.0925,40.4184,0.0163,1592.7852,300.58,3.25
334.0,0.0925,40.4043,0.0163,1593.0630,300.58,3.25
335.0,0.0925,40.3903,0.0163,1593.3408,300.58,3.25
336.0,0.0926,40.3762,0.0162,1593.6186,300.59,3.25
337.0,0.0926,40.3622,0.0162,1593.8964,300.59,3.25
338.0,0.0926,40.3482,0.0162,1594.1742,300.59,3.25
339.0,0.0926,40.3341,0.0162,1594.4520,300.59,3.25
340.0,0.0927,40.3201,0.0162,1594.7298,300.59,3.25
341.0,0.0927,40.3061,0.0162,1595.0076,300.59,3.25
342.0,0.0927,40.2921,0.0161,1595.2854,300.60,3.25
343.0,0.0928,40.2781,0.0161,1595.5632,300.60,3.25
344.0,0.0928,40.2641,0.0161,1595.8410,300.60,3.26
345.0,0.0928,40.2501,0.0161,1596.1188,300.60,3.26
346.0,0.0929,40.2361,0.0161,1596.3966,300.60,3.26
347.0,0.0929,40.2222,0.0161,1596.6744,300.60,3.26
348.0,0.0929,40.2082,0.0160,1596.9522,300.61,3.26
349.0,0.0930,40.1943,0.0160,1597.2300,300.61,3.26
350.0,0.0930,40.1803,0.0160,1597.5078,300.61,3.26
351.0,0.0930,40.1664,0.0160,1597.7856,300.61,3.26
352.0,0.0931,40.1524,0.0160,1598.0634,300.61,3.26
353.0,0.0931,40.1385,0.0160,1598.3412,300.61,3.26
354.0,0.0931,40.1246,0.0159,1598.6190,300.62,3.26
355.0,0.0932,40.1107,0.0159,1598.8968,300.62,3.26
356.0,0.0932,40.0968,0.0159,1599.1746,300.62,3.26
357.0,0.0932,40.0829,0.0159,1599.4524,300.62,3.26
358.0,0.0933,40.0690,0.0159,1599.7302,300.62,3.26
359.0,0.0933,40.0551,0.0159,1600.0080,300.62,3.26
360.0,0.0933,40.0412,0.0158,1600.2858,300.63,3.26
361.0,0.0934,40.0274,0.0158,1600.5636,300.63,3.26
362.0,0.0934,40.0135,0.0158,1600.8414,300.63,3.26
363.0,0.0934,39.9997,0.0158,1601.1192,300.63,3.26
364.0,0.0935,39.9858,0.0158,1601.3970,300.63,3.26
365.0,0.0935,39.9720,0.0158,1601.6748,300.64,3.26
366.0,0.0935,39.9581,0.0157,1601.9526,300.64,3.26
367.0,0.0936,39.9443,0.0157,1602.2304,300.64,3.26
368.0,0.0936,39.9305,0.0157,1602.5082,300.64,3.26
369.0,0.0936,39.9167,0.0157,1602.7860,300.64,3.26
370.0,0.0937,39.9029,0.0157,1603.0638,300.64,3.26
371.0,0.0937,39.8891,0.0156,1603.3416,300.65,3.26
372.0,0.0937,39.8753,0.0156,1603.6194,300.65,3.26
373.0,0.0938,39.8615,0.0156,1603.8972,300.65,3.26
374.0,0.0938,39.8477,0.0156,1604.1750,300.65,3.26
375.0,0.0938,39.8340,0.0156,1604.4528,300.65,3.26
376.0,0.0938,39.8202,0.0156,1604.7306,300.65,3.26
377.0,0.0939,39.8065,0.0155,1605.0084,300.66,3.26
378.0,0.0939,39.7927,0.0155,1605.2862,300.66,3.26
379.0,0.0939,39.7790,0.0155,1605.5640,300.66,3.26
380.0,0.0940,39.7653,0.0155,1605.8418,300.66,3.26
381.0,0.0940,39.7515,0.0155,1606.1196,300.66,3.26
382.0,0.0940,39.7378,0.0155,1606.3974,300.66,3.26
383.0,0.0941,39.7241,0.0154,1606.6752,300.67,3.26
384.0,0.0941,39.7104,0.0154,1606.9530,300.67,3.26
385.0,0.0941,39.6967,0.0154,1607.2308,300.67,3.26
386.0,0.0942,39.6830,0.0154,1607.5086,300.67,3.26
387.0,0.0942,39.6693,0.0154,1607.7864,300.67,3.26
388.0,0.0942,39.6557,0.0154,1608.0642,300.68,3.26
389.0,0.0943,39.6420,0.0153,1608.3420,300.68,3.26
390.0,0.0943,39.6283,0.0153,1608.6198,300.68,3.26
391.0,0.0943,39.6147,0.0153,1608.8976,300.68,3.26
392.0,0.0944,39.6010,0.0153,1609.1754,300.68,3.26
393.0,0.0944,39.5874,0.0153,1609.4532,300.68,3.26
394.0,0.0944,39.5738,0.0152,1609.7310,300.69,3.26
395.0,0.0945,39.5601,0.0152,1610.0088,300.69,3.26
396.0,0.0945,39.5465,0.0152,1610.2866,300.69,3.26
397.0,0.0945,39.5329,0.0152,1610.5644,300.69,3.26
398.0,0.0946,39.5193,0.0152,1610.8422,300.69,3.26
399.0,0.0946,39.5057,0.0152,1611.1200,300.69,3.26
400.0,0.0946,39.4921,0.0151,1611.3978,300.70,3.26
401.0,0.0947,39.4785,0.0151,1611.6756,300.70,3.26
402.0,0.0947,39.4650,0.0151,1611.9534,300.70,3.26
403.0,0.0947,39.4514,0.0151,1612.2312,300.70,3.26
404.0,0.0948,39.4378,0.0151,1612.5090,300.70,3.26
405.0,0.0948,39.4243,0.0150,1612.7868,300.70,3.26
406.0,0.0948,39.4107,0.0150,1613.0646,300.71,3.26
407.0,0.0949,39.3972,0.0150,1613.3424,300.71,3.26
408.0,0.0949,39.3837,0.0150,1613.6202,300.71,3.26
409.0,0.0949,39.3701,0.0150,1613.8980,300.71,3.26
410.0,0.0950,39.3566,0.0150,1614.1758,300.71,3.26
411.0,0.0950,39.3431,0.0149,1614.4536,300.71,3.27
412.0,0.0950,39.3296,0.0149,1614.7314,300.72,3.27
413.0,0.0951,39.3161,0.0149,1615.0092,300.72,3.27
414.0,0.0951,39.3026,0.0149,1615.2870,300.72,3.27
415.0,0.0951,39.2891,0.0149,1615.5648,300.72,3.27
416.0,0.0952,39.2757,0.0148,1615.8426,300.72,3.27
417.0,0.0952,39.2622,0.0148,1616.1204,300.73,3.27
418.0,0.0952,39.2487,0.0148,1616.3982,300.73,3.27
419.0,0.0953,39.2353,0.0148,1616.6760,300.73,3.27
